| table_name               | column_name                    | data_type                | is_nullable | column_default                                                                                                                                                                                                                                                          | udt_name    |
| maintenance_records      | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| maintenance_records      | vehicle_id                     | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| maintenance_records      | odometer_at_service            | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| maintenance_records      | cost                           | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| maintenance_records      | service_provider               | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| maintenance_records      | invoice_number                 | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| notification_preferences | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| notification_preferences | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| notification_preferences | preferences                    | jsonb                    | NO          | '{"app": {"expenses": true, "invoices": true, "documents": true, "reminders": true}, "sms": {"expenses": false, "invoices": false, "documents": false, "reminders": true}, "email": {"expenses": true, "invoices": true, "documents": true, "reminders": true}}'::jsonb | jsonb       |
| notification_preferences | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| notification_preferences | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| notifications            | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| notifications            | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| notifications            | title                          | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| notifications            | message                        | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| notifications            | read                           | boolean                  | YES         | false                                                                                                                                                                                                                                                                   | bool        |
| notifications            | read_at                        | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| notifications            | notification_type              | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| notifications            | entity_type                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| notifications            | entity_id                      | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| notifications            | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| payments                 | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| payments                 | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| payments                 | invoice_id                     | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| payments                 | amount                         | numeric                  | NO          | null                                                                                                                                                                                                                                                                    | numeric     |
| payments                 | date                           | date                     | NO          | null                                                                                                                                                                                                                                                                    | date        |
| payments                 | method                         | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| payments                 | reference                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| payments                 | description                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| payments                 | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| payments                 | status                         | text                     | YES         | 'completed'::text                                                                                                                                                                                                                                                       | text        |
| payments                 | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| payments                 | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| reminders                | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| reminders                | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| reminders                | title                          | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| reminders                | description                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| reminders                | due_date                       | date                     | NO          | null                                                                                                                                                                                                                                                                    | date        |
| reminders                | completed                      | boolean                  | YES         | false                                                                                                                                                                                                                                                                   | bool        |
| reminders                | completed_at                   | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| reminders                | priority                       | text                     | YES         | 'Medium'::text                                                                                                                                                                                                                                                          | text        |
| reminders                | reminder_type                  | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| reminders                | entity_type                    | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| reminders                | entity_id                      | uuid                     | YES         | null                                                                                                                                                                                                                                                                    | uuid        |
| reminders                | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| reminders                | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| spatial_ref_sys          | srid                           | integer                  | NO          | null                                                                                                                                                                                                                                                                    | int4        |
| spatial_ref_sys          | auth_name                      | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| spatial_ref_sys          | auth_srid                      | integer                  | YES         | null                                                                                                                                                                                                                                                                    | int4        |
| spatial_ref_sys          | srtext                         | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| spatial_ref_sys          | proj4text                      | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| subscriptions            | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| subscriptions            | status                         | character varying        | NO          | 'trial'::character varying                                                                                                                                                                                                                                              | varchar     |
| subscriptions            | plan                           | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | billing_cycle                  | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | amount                         | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| subscriptions            | stripe_customer_id             | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | stripe_subscription_id         | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | card_last_four                 | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| subscriptions            | trial_starts_at                | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| subscriptions            | trial_ends_at                  | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| subscriptions            | current_period_starts_at       | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| subscriptions            | current_period_ends_at         | timestamp with time zone | YES         | null                                                                                                                                                                                                                                                                    | timestamptz |
| subscriptions            | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| subscriptions            | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| trucks                   | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| trucks                   | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| trucks                   | name                           | character varying        | NO          | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | make                           | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | model                          | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | year                           | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | vin                            | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | license_plate                  | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | status                         | character varying        | YES         | 'Active'::character varying                                                                                                                                                                                                                                             | varchar     |
| trucks                   | purchase_date                  | date                     | YES         | null                                                                                                                                                                                                                                                                    | date        |
| trucks                   | odometer                       | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| trucks                   | fuel_type                      | character varying        | YES         | 'Diesel'::character varying                                                                                                                                                                                                                                             | varchar     |
| trucks                   | image                          | character varying        | YES         | null                                                                                                                                                                                                                                                                    | varchar     |
| trucks                   | notes                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| trucks                   | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| trucks                   | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| trucks                   | vehicle_id                     | uuid                     | YES         | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| user_settings            | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| user_settings            | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| user_settings            | setting_key                    | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| user_settings            | setting_value                  | jsonb                    | NO          | null                                                                                                                                                                                                                                                                    | jsonb       |
| user_settings            | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| user_settings            | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| users                    | id                             | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| users                    | full_name                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | email                          | text                     | NO          | null                                                                                                                                                                                                                                                                    | text        |
| users                    | phone                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | company_name                   | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | address                        | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | city                           | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | state                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | zip                            | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | fleet_size                     | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | subscription_tier              | text                     | YES         | 'free'::text                                                                                                                                                                                                                                                            | text        |
| users                    | stripe_customer_id             | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | avatar_url                     | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| users                    | created_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| users                    | updated_at                     | timestamp with time zone | YES         | now()                                                                                                                                                                                                                                                                   | timestamptz |
| vehicles                 | id                             | uuid                     | NO          | uuid_generate_v4()                                                                                                                                                                                                                                                      | uuid        |
| vehicles                 | user_id                        | uuid                     | NO          | null                                                                                                                                                                                                                                                                    | uuid        |
| vehicles                 | name                           | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | type                           | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | make                           | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | model                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | year                           | integer                  | YES         | null                                                                                                                                                                                                                                                                    | int4        |
| vehicles                 | vin                            | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | license_plate                  | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | status                         | text                     | YES         | 'Active'::text                                                                                                                                                                                                                                                          | text        |
| vehicles                 | color                          | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | mpg                            | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
| vehicles                 | fuel_type                      | text                     | YES         | null                                                                                                                                                                                                                                                                    | text        |
| vehicles                 | tank_capacity                  | numeric                  | YES         | null                                                                                                                                                                                                                                                                    | numeric     |
